"x"
"1";1.0953386509791
"2";1.73169800825417
"3";1.49029107298702
"4";2.84366842638701
"5";3.08662362396717
"6";8.24193584616296
"7";8.67489575408399
"8";6.10005845781416
"9";8.37827553390525
"10";8.0307993828319
"11";10.6253305787686
"12";14.2685874598101
"13";13.7748203380033
"14";14.814074379392
"15";14.4055964879226
"16";17.2794058115687
"17";15.4636822338216
"18";18.6690828728024
"19";16.0335596289951
"20";17.3756207537372
"21";26.8034532899037
"22";27.1769215608947
"23";29.0905186277814
"24";20.469679243397
"25";24.5181141840294
"26";28.5619582748041
"27";24.8790480545722
"28";27.4490021378733
"29";26.0245281504467
"30";22.948181242682
